anchor_data_id,anchor_entity,anchor_wikipedia_url,anchor_entity_type,anchor_question,anchor_answer,anchor_question_type,target_side,method1_pair_entity,method1_pair_data_id,method1_pair_wikipedia_url,method1_pair_type,method1_similarity_basis,method1_composite_layout,method1_query,method1_expected_answer,method2_pair_entity,method2_pair_data_id,method2_pair_wikipedia_url,method2_pair_type,method2_similarity_basis,method2_composite_layout,method2_query,method2_query_with_position,method2_query_without_position,method2_expected_answer,distractor_entity,distractor_wikipedia_url,anchor_image_id,anchor_image_path,method1_pair_image_id,method1_pair_image_path,method2_pair_image_id,method2_pair_image_path,method1_composite_image_path,method2_composite_image_path,method1_image_status,method2_image_status,image_error
infoseek_val_00065816,Eastern chimpanzee,https://en.wikipedia.org/wiki/Eastern_chimpanzee,animal,What is the closest parent taxonomic rank of this animal?,common chimpanzee,String,right,Dolomedes minor,infoseek_val_00014779,https://en.wikipedia.org/wiki/Dolomedes_minor,animal,same_type+same_question,Eastern chimpanzee(right) + Dolomedes minor(left),What is the closest parent taxonomic rank of the animal on the right?,common chimpanzee,Nelahozeves,infoseek_val_00011645,https://en.wikipedia.org/wiki/Nelahozeves,village,different_entity_type+cross_family,Eastern chimpanzee(right) + Nelahozeves(left),What is the closest parent taxonomic rank of the animal on the right?,What is the closest parent taxonomic rank of the animal on the right?,What is the closest parent taxonomic rank of this animal?,common chimpanzee,Nelahozeves,https://en.wikipedia.org/wiki/Nelahozeves,oven_05050766,images/infoseek/val/oven_05050766.JPEG,oven_04970800,images/infoseek/val/oven_04970800.jpg,oven_04953229,images/infoseek/val/oven_04953229.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0815_infoseek_val_00065816__m1__infoseek_val_00014779.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0815_infoseek_val_00065816__m2__infoseek_val_00011645.jpg,saved,saved,
infoseek_val_00065155,Theba pisana,https://en.wikipedia.org/wiki/Theba_pisana,animal,What is the genus of this animal?,Theba,String,left,Boreal chorus frog,infoseek_val_00024626,https://en.wikipedia.org/wiki/Boreal_chorus_frog,animal,same_type+same_question,Theba pisana(left) + Boreal chorus frog(right),What is the genus of the animal on the left?,Theba,Cinnabar,infoseek_val_00005669,https://en.wikipedia.org/wiki/Cinnabar,material,different_entity_type+cross_family,Theba pisana(left) + Cinnabar(right),What is the genus of the animal on the left?,What is the genus of the animal on the left?,What is the genus of this animal?,Theba,Cinnabar,https://en.wikipedia.org/wiki/Cinnabar,oven_05036936,images/infoseek/val/oven_05036936.jpg,oven_05044965,images/infoseek/val/oven_05044965.jpg,oven_04980822,images/infoseek/val/oven_04980822.JPEG,images/augmented/infoseek/composite_images_full_seed3185/method1/0816_infoseek_val_00065155__m1__infoseek_val_00024626.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0816_infoseek_val_00065155__m2__infoseek_val_00005669.jpg,saved,saved,
infoseek_val_00053555,Actaea racemosa,https://en.wikipedia.org/wiki/Actaea_racemosa,plant,What is the closest parent taxonomy of this plant?,Actaea,String,right,Dill,infoseek_val_00021769,https://en.wikipedia.org/wiki/Dill,plant,same_type+same_question,Actaea racemosa(right) + Dill(left),What is the closest parent taxonomy of the plant on the right?,Actaea,"Greek Catholic Cathedral, Uzhhorod",infoseek_val_00017440,"https://en.wikipedia.org/wiki/Greek_Catholic_Cathedral,_Uzhhorod",building,different_entity_type+cross_family,"Actaea racemosa(right) + Greek Catholic Cathedral, Uzhhorod(left)",What is the closest parent taxonomy of the plant on the right?,What is the closest parent taxonomy of the plant on the right?,What is the closest parent taxonomy of this plant?,Actaea,"Greek Catholic Cathedral, Uzhhorod","https://en.wikipedia.org/wiki/Greek_Catholic_Cathedral,_Uzhhorod",oven_05040123,images/infoseek/val/oven_05040123.JPEG,oven_04950116,images/infoseek/val/oven_04950116.JPEG,oven_04958369,images/infoseek/val/oven_04958369.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0817_infoseek_val_00053555__m1__infoseek_val_00021769.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0817_infoseek_val_00053555__m2__infoseek_val_00017440.jpg,saved,saved,
infoseek_val_00015385,Asplenium oblongifolium,https://en.wikipedia.org/wiki/Asplenium_oblongifolium,plant,Which country is this plant native to?,New Zealand,String,left,Coprosma lucida,infoseek_val_00000221,https://en.wikipedia.org/wiki/Coprosma_lucida,plant,same_type+same_question,Asplenium oblongifolium(left) + Coprosma lucida(right),Which country is the plant on the left native to?,New Zealand,Mont Aiguille,infoseek_val_00033376,https://en.wikipedia.org/wiki/Mont_Aiguille,mountain,different_entity_type+cross_family,Asplenium oblongifolium(left) + Mont Aiguille(right),Which country is the plant on the left native to?,Which country is the plant on the left native to?,Which country is this plant native to?,New Zealand,Mont Aiguille,https://en.wikipedia.org/wiki/Mont_Aiguille,oven_04962604,images/infoseek/val/oven_04962604.jpg,oven_04962958,images/infoseek/val/oven_04962958.jpg,oven_05023190,images/infoseek/val/oven_05023190.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0818_infoseek_val_00015385__m1__infoseek_val_00000221.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0818_infoseek_val_00015385__m2__infoseek_val_00033376.jpg,saved,saved,
infoseek_val_00025827,Sarcodes,https://en.wikipedia.org/wiki/Sarcodes,plant,What is the closest upper taxonomic rank of this plant?,heath family (Ericaceae),String,right,Melilotus albus,infoseek_val_00036998,https://en.wikipedia.org/wiki/Melilotus_albus,plant,same_type+same_question,Sarcodes(right) + Melilotus albus(left),What is the closest upper taxonomic rank of the plant on the right?,heath family (Ericaceae),Embraer Legacy 600,infoseek_val_00049898,https://en.wikipedia.org/wiki/Embraer_Legacy_600,vehicle,different_entity_type+cross_family,Sarcodes(right) + Embraer Legacy 600(left),What is the closest upper taxonomic rank of the plant on the right?,What is the closest upper taxonomic rank of the plant on the right?,What is the closest upper taxonomic rank of this plant?,heath family (Ericaceae),Embraer Legacy 600,https://en.wikipedia.org/wiki/Embraer_Legacy_600,oven_05041282,images/infoseek/val/oven_05041282.jpg,oven_05043364,images/infoseek/val/oven_05043364.jpg,oven_05009628,images/infoseek/val/oven_05009628.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0819_infoseek_val_00025827__m1__infoseek_val_00036998.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0819_infoseek_val_00025827__m2__infoseek_val_00049898.jpg,saved,saved,
infoseek_val_00034112,Roman bridge of Salamanca,https://en.wikipedia.org/wiki/Roman_bridge_of_Salamanca,building,What has this building crossed over?,Tormes,String,left,Preobrazhensky Metro Bridge,infoseek_val_00005949,https://en.wikipedia.org/wiki/Preobrazhensky_Metro_Bridge,building,same_type+same_question,Roman bridge of Salamanca(left) + Preobrazhensky Metro Bridge(right),What has the building on the left crossed over?,Tormes,Spathodea,infoseek_val_00059943,https://en.wikipedia.org/wiki/Spathodea,plant,different_entity_type+cross_family,Roman bridge of Salamanca(left) + Spathodea(right),What has the building on the left crossed over?,What has the building on the left crossed over?,What has this building crossed over?,Tormes,Spathodea,https://en.wikipedia.org/wiki/Spathodea,oven_05013128,images/infoseek/val/oven_05013128.jpg,oven_04955035,images/infoseek/val/oven_04955035.jpg,oven_05035645,images/infoseek/val/oven_05035645.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0820_infoseek_val_00034112__m1__infoseek_val_00005949.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0820_infoseek_val_00034112__m2__infoseek_val_00059943.jpg,saved,saved,
infoseek_val_00060674,Insect,https://en.wikipedia.org/wiki/Insect,animal,To which taxonomic class does this animal belong?,Insecta,String,right,East Pacific red octopus,infoseek_val_00026690,https://en.wikipedia.org/wiki/East_Pacific_red_octopus,animal,same_type,Insect(right) + East Pacific red octopus(left),To which taxonomic class does the animal on the right belong?,Insecta,Blackfriars Bridge,infoseek_val_00023139,https://en.wikipedia.org/wiki/Blackfriars_Bridge,bridge,different_entity_type+cross_family,Insect(right) + Blackfriars Bridge(left),To which taxonomic class does the animal on the right belong?,To which taxonomic class does the animal on the right belong?,To which taxonomic class does this animal belong?,Insecta,Blackfriars Bridge,https://en.wikipedia.org/wiki/Blackfriars_Bridge,oven_05049740,images/infoseek/val/oven_05049740.JPEG,oven_05041013,images/infoseek/val/oven_05041013.jpg,oven_05015068,images/infoseek/val/oven_05015068.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0821_infoseek_val_00060674__m1__infoseek_val_00026690.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0821_infoseek_val_00060674__m2__infoseek_val_00023139.jpg,saved,saved,
infoseek_val_00033830,Machu Picchu,https://en.wikipedia.org/wiki/Machu_Picchu,building,Which culture is associated with this building?,Inca Empire,String,left,Huaca de la Luna,infoseek_val_00052555,https://en.wikipedia.org/wiki/Huaca_de_la_Luna,building,same_type+same_question,Machu Picchu(left) + Huaca de la Luna(right),Which culture is associated with the building on the left?,Inca Empire,Painted redstart,infoseek_val_00019055,https://en.wikipedia.org/wiki/Painted_whitestart,bird,different_entity_type+cross_family,Machu Picchu(left) + Painted redstart(right),Which culture is associated with the building on the left?,Which culture is associated with the building on the left?,Which culture is associated with this building?,Inca Empire,Painted redstart,https://en.wikipedia.org/wiki/Painted_whitestart,oven_05024327,images/infoseek/val/oven_05024327.jpg,oven_05024867,images/infoseek/val/oven_05024867.jpg,oven_05044412,images/infoseek/val/oven_05044412.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0822_infoseek_val_00033830__m1__infoseek_val_00052555.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0822_infoseek_val_00033830__m2__infoseek_val_00019055.jpg,saved,saved,
infoseek_val_00063128,Ochlodes agricola,https://en.wikipedia.org/wiki/Ochlodes_agricola,insect,What is the genus of this insect?,Ochlodes,String,right,Didymops transversa,infoseek_val_00034683,https://en.wikipedia.org/wiki/Didymops_transversa,insect,same_type+same_question,Ochlodes agricola(right) + Didymops transversa(left),What is the genus of the insect on the right?,Ochlodes,Supermarine Spitfire,infoseek_val_00041384,https://en.wikipedia.org/wiki/Supermarine_Spitfire,aircraft,different_entity_type+cross_family,Ochlodes agricola(right) + Supermarine Spitfire(left),What is the genus of the insect on the right?,What is the genus of the insect on the right?,What is the genus of this insect?,Ochlodes,Supermarine Spitfire,https://en.wikipedia.org/wiki/Supermarine_Spitfire,oven_05033872,images/infoseek/val/oven_05033872.jpg,oven_05045378,images/infoseek/val/oven_05045378.jpg,oven_05009665,images/infoseek/val/oven_05009665.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0823_infoseek_val_00063128__m1__infoseek_val_00034683.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0823_infoseek_val_00063128__m2__infoseek_val_00041384.jpg,saved,saved,
infoseek_val_00064072,Pierhead Building,https://en.wikipedia.org/wiki/Pierhead_Building,building,What is the city or district of this building?,Cardiff Bay,String,left,Twin Pagoda Temple,infoseek_val_00021712,https://en.wikipedia.org/wiki/Twin_Pagoda_Temple,building,same_type,Pierhead Building(left) + Twin Pagoda Temple(right),What is the city or district of the building on the left?,Cardiff Bay,Impala,infoseek_val_00013948,https://en.wikipedia.org/wiki/Impala,animal,different_entity_type+cross_family,Pierhead Building(left) + Impala(right),What is the city or district of the building on the left?,What is the city or district of the building on the left?,What is the city or district of this building?,Cardiff Bay,Impala,https://en.wikipedia.org/wiki/Impala,oven_05015206,images/infoseek/val/oven_05015206.jpg,oven_05018650,images/infoseek/val/oven_05018650.jpg,oven_04967645,images/infoseek/val/oven_04967645.JPEG,images/augmented/infoseek/composite_images_full_seed3185/method1/0824_infoseek_val_00064072__m1__infoseek_val_00021712.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0824_infoseek_val_00064072__m2__infoseek_val_00013948.jpg,saved,saved,
infoseek_val_00009496,Pretzel,https://en.wikipedia.org/wiki/Pretzel,food,What is the country of origin of this food?,Germany,String,right,Biscuit (bread),infoseek_val_00046551,https://en.wikipedia.org/wiki/Biscuit_(bread),food,same_type+same_question,Pretzel(right) + Biscuit (bread)(left),What is the country of origin of the food on the right?,Germany,Aporia crataegi,infoseek_val_00052487,https://en.wikipedia.org/wiki/Aporia_crataegi,insect,different_entity_type+cross_family,Pretzel(right) + Aporia crataegi(left),What is the country of origin of the food on the right?,What is the country of origin of the food on the right?,What is the country of origin of this food?,Germany,Aporia crataegi,https://en.wikipedia.org/wiki/Aporia_crataegi,oven_05001111,images/infoseek/val/oven_05001111.JPEG,oven_05062955,images/infoseek/val/oven_05062955.JPEG,oven_05037989,images/infoseek/val/oven_05037989.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0825_infoseek_val_00009496__m1__infoseek_val_00046551.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0825_infoseek_val_00009496__m2__infoseek_val_00052487.jpg,saved,saved,
infoseek_val_00022492,Catfish,https://en.wikipedia.org/wiki/Catfish,animal,What is the closest upper taxonomy of this animal?,Ostariophysi,String,left,Alligator,infoseek_val_00040069,https://en.wikipedia.org/wiki/Alligator,animal,same_type+same_question,Catfish(left) + Alligator(right),What is the closest upper taxonomy of the animal on the left?,Ostariophysi,Lake Sils,infoseek_val_00017465,https://en.wikipedia.org/wiki/Lake_Sils,lake,different_entity_type+cross_family,Catfish(left) + Lake Sils(right),What is the closest upper taxonomy of the animal on the left?,What is the closest upper taxonomy of the animal on the left?,What is the closest upper taxonomy of this animal?,Ostariophysi,Lake Sils,https://en.wikipedia.org/wiki/Lake_Sils,oven_05050890,images/infoseek/val/oven_05050890.JPEG,oven_04945339,images/infoseek/val/oven_04945339.JPEG,oven_04953033,images/infoseek/val/oven_04953033.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0826_infoseek_val_00022492__m1__infoseek_val_00040069.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0826_infoseek_val_00022492__m2__infoseek_val_00017465.jpg,saved,saved,
infoseek_val_00067555,"Greenwich Hospital, London","https://en.wikipedia.org/wiki/Greenwich_Hospital,_London",building,Which city or region does this building locate in?,London,String,right,Grand Trianon,infoseek_val_00036778,https://en.wikipedia.org/wiki/Grand_Trianon,building,same_type,"Greenwich Hospital, London(right) + Grand Trianon(left)",Which city or region does the building on the right locate in?,London,Yogurt,infoseek_val_00012342,https://en.wikipedia.org/wiki/Yogurt,food,different_entity_type+cross_family,"Greenwich Hospital, London(right) + Yogurt(left)",Which city or region does the building on the right locate in?,Which city or region does the building on the right locate in?,Which city or region does this building locate in?,London,Yogurt,https://en.wikipedia.org/wiki/Yogurt,oven_05026819,images/infoseek/val/oven_05026819.jpg,oven_05025227,images/infoseek/val/oven_05025227.jpg,oven_05002524,images/infoseek/val/oven_05002524.JPEG,images/augmented/infoseek/composite_images_full_seed3185/method1/0827_infoseek_val_00067555__m1__infoseek_val_00036778.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0827_infoseek_val_00067555__m2__infoseek_val_00012342.jpg,saved,saved,
