data_id,wikipedia_title,wikipedia_url,question_type,encyclopedic_vqa_split,dataset_image_ids,question_before_review,question,answer,evidence,evidence_section_id,evidence_section_title,final_check_reason,dataset_name
E-VQA_2634,Brunswick Lion,https://en.wikipedia.org/wiki/Brunswick_Lion,automatic,test,cfef07310584e1a2,In what german city is this landmark the most famous?,In which German city is this landmark the most famous?,Brunswick,"The Brunswick Lion (German: Braunschweiger Löwe) is a medieval sculpture, created in bronze between 1164 and 1176, and the best-known landmark in the German city of Brunswick. The Brunswick Lion was originally located on the Burgplatz square in front of the Brunswick Cathedral.",0,Brunswick Lion,"The question is clear, unambiguous, and helps retrieve the answer from the evidence without leaking the answer. The evidence directly supports the expected answer.",landmarks
E-VQA_2635,Buduruvagala,https://en.wikipedia.org/wiki/Buduruvagala,automatic,test,3fd70b74260b6eb7,how many historical records does this rock have?,how many historical records are associated with this rock?,much,Buduruvagala does not have much historical records. Even its original name is unknown.,4,History,"The evidence states 'does not have much historical records', which is a qualitative statement, but the question asks for a quantitative count ('how many'). The expected answer 'much' is qualitative and does not correspond to a numerical answer as implied by the question phrasing. The question cannot be fixed without adding new facts or changing the expected answer type.",landmarks
E-VQA_2636,ByWard Market,https://en.wikipedia.org/wiki/ByWard_Market,automatic,test,99e7b5637c32c3c4,In what country is this market located?,In what country is this market located?,Canada,"The ByWard Market (French: Marché By), is a retail and entertainment district in the downtown core of Ottawa, Ontario, Canada. It is located east of the government and business district.",0,ByWard Market,"The question is clear, does not leak the answer, and can be answered directly from the evidence which explicitly mentions 'Canada'.",landmarks
E-VQA_2637,Cape Neddick Light,https://en.wikipedia.org/wiki/Cape_Neddick_Light,automatic,test,97ec14d5c4c31bc0,What kind of iron is the tower of this lighthouse sheathed in?,What form of iron is the tower of this lighthouse sheathed in?,cast,The tower is lined with brick and sheathed with cast iron. It stands 41 feet (12 m) tall but the light is 88 feet (27 m) above sea level because of the additional height of the steep rocky islet on which it sits.,0,Cape Neddick Light,"The question is clear, does not leak the answer, and directly points to the relevant evidence where the answer can be found.",landmarks
E-VQA_2638,Caprock Canyons State Park and Trailway,https://en.wikipedia.org/wiki/Caprock_Canyons_State_Park_and_Trailway,automatic,test,015a0d7cae989038,this park is located about 100 miles southeast of what city?,this park is located about 100 miles southeast of what city?,Amarillo,"Caprock Canyons State Park and Trailway is a Texas state park located along the eastern edge of the Llano Estacado in Briscoe County, Texas, United States, approximately 100 miles (160 km) southeast of Amarillo. The state park opened in 1982 and is 15,314 acres (6,197 ha) in size, making it the third-largest state park ...",0,Caprock Canyons State Park and Trailway,skipped_q_clear,landmarks
E-VQA_2639,Casa Navas,https://en.wikipedia.org/wiki/Casa_Nav%C3%A0s,automatic,test,c07840cc1d2f422d,What is inside this building?,What is the interior of this building like?,a very wide and brightly lit space,"Inside the building is a very wide and brightly lit space. Marble works were done by Alfons Juyol i Bach, the paintings by Tomàs Bergadà, the furniture by Gaspar Homar and the ceramics by Hipòlit Montseny; all of them under the instructions of Lluís Domènech i Montaner.",0,Casa Navàs,"The question 'What kind of space is inside this building?' contains the word 'space', which is part of the expected answer 'a very wide and brightly lit space'. This could lead the model to focus on or anticipate the answer structure.",landmarks
E-VQA_2640,Casa del Lago Juan Jose Arreola,https://en.wikipedia.org/wiki/Casa_del_Lago_Juan_Jos%C3%A9_Arreola,automatic,test,af73be964a617c9f,When did construction begin on this building?,When did construction begin on this building?,1906,"The construction of the building began in 1906, but it was inaugurated as the headquarters of the first Automobile Club in Mexico until April 30, 1908. In 1929, it was home to the Biological Studies Department of the Ministry of Agriculture and Development (la Dirección de Estudios Biológicos de la Secretaría de Agricu ...",2,History,skipped_q_clear,landmarks
E-VQA_2641,Casa del Lago Juan Jose Arreola,https://en.wikipedia.org/wiki/Casa_del_Lago_Juan_Jos%C3%A9_Arreola,automatic,test,a3834eba5df45546,"Over the past 50 years, representatives of the artistic vanguard of what have gathered at this building?","Over the past 50 years, representatives of the artistic vanguard of which nation have gathered at this building?",the country,"By agreement of the rector Juan Ramón de la Fuente 31 January 2002 it was given the name of its founding director: Juan José Arreola, who turned it into the model of the national cultural centre with deep roots and prestige in Latin America, and where, over the past 50 years, representatives of the artistic vanguard of ...",2,History,"The question contains the phrase 'the country' which is the exact expected answer, directly leaking the answer in the question text.",landmarks
E-VQA_2642,Casa del Lago Juan Jose Arreola,https://en.wikipedia.org/wiki/Casa_del_Lago_Juan_Jos%C3%A9_Arreola,automatic,test,a3834eba5df45546,In which month did this building officially open?,In which month did this building officially open?,September,"On 10 May 1959 the enclosure opened its doors as a center for the promotion and dissemination of culture, but the official opening took place on September 15 of the same year. By agreement of the rector Juan Ramón de la Fuente 31 January 2002 it was given the name of its founding director: Juan José Arreola, who turned ...",2,History,skipped_q_clear,landmarks
E-VQA_2643,Casa del Lago Juan Jose Arreola,https://en.wikipedia.org/wiki/Casa_del_Lago_Juan_Jos%C3%A9_Arreola,automatic,test,a3834eba5df45546,In what year did the automobile club of mexico call this building home?,In what year did the automobile club of mexico call this building home?,1908,"The construction of the building began in 1906, but it was inaugurated as the headquarters of the first Automobile Club in Mexico until April 30, 1908. In 1929, it was home to the Biological Studies Department of the Ministry of Agriculture and Development (la Dirección de Estudios Biológicos de la Secretaría de Agricu ...",2,History,skipped_q_clear,landmarks
E-VQA_2644,Casa del Lago Juan Jose Arreola,https://en.wikipedia.org/wiki/Casa_del_Lago_Juan_Jos%C3%A9_Arreola,automatic,test,1fb24bf1666b84b6,What began in 1906 at this building?,What began in 1906 at this building?,construction,"The construction of the building began in 1906, but it was inaugurated as the headquarters of the first Automobile Club in Mexico until April 30, 1908. In 1929, it was home to the Biological Studies Department of the Ministry of Agriculture and Development (la Dirección de Estudios Biológicos de la Secretaría de Agricu ...",2,History,"The word 'construction' appears verbatim in QUESTION_USED, which is the expected answer. This directly leaks the answer to the model.",landmarks
E-VQA_2645,Casa del Lago Juan Jose Arreola,https://en.wikipedia.org/wiki/Casa_del_Lago_Juan_Jos%C3%A9_Arreola,automatic,test,af73be964a617c9f,What have representatives of the artistic vanguard of the country done at this building?,What have representatives of the artistic vanguard of the country done at this building over the past 50 years?,gathered,"By agreement of the rector Juan Ramón de la Fuente 31 January 2002 it was given the name of its founding director: Juan José Arreola, who turned it into the model of the national cultural centre with deep roots and prestige in Latin America, and where, over the past 50 years, representatives of the artistic vanguard of ...",2,History,"The question includes 'recently' but the evidence specifies 'over the past 50 years', which is a long timeframe. This temporal mismatch could confuse retrieval. The question should better align with the evidence's timeframe to help locate the answer.",landmarks
E-VQA_2646,Casa del Lago Juan Jose Arreola,https://en.wikipedia.org/wiki/Casa_del_Lago_Juan_Jos%C3%A9_Arreola,automatic,test,a828fb173086f112,When did this center open its doors as a center for the promotion and dissemination of culture?,When did this center open its doors as a center for the promotion and dissemination of culture?,10 May 1959,"On 10 May 1959 the enclosure opened its doors as a center for the promotion and dissemination of culture, but the official opening took place on September 15 of the same year. By agreement of the rector Juan Ramón de la Fuente 31 January 2002 it was given the name of its founding director: Juan José Arreola, who turned ...",2,History,skipped_q_clear,landmarks
E-VQA_2647,Casa del Lago Juan Jose Arreola,https://en.wikipedia.org/wiki/Casa_del_Lago_Juan_Jos%C3%A9_Arreola,automatic,test,af73be964a617c9f,When was this building named after its founding director?,On what date was this building named after its founding director?,31 January 2002,"By agreement of the rector Juan Ramón de la Fuente 31 January 2002 it was given the name of its founding director: Juan José Arreola, who turned it into the model of the national cultural centre with deep roots and prestige in Latin America, and where, over the past 50 years, representatives of the artistic vanguard of ...",2,History,"The question is clear, does not leak the answer, and directly targets the date information present in the evidence.",landmarks
E-VQA_2648,Casa del Lago Juan Jose Arreola,https://en.wikipedia.org/wiki/Casa_del_Lago_Juan_Jos%C3%A9_Arreola,automatic,test,af73be964a617c9f,On what day in may 1959 did this building open its doors?,On what day in may 1959 did this building open its doors?,10,"On 10 May 1959 the enclosure opened its doors as a center for the promotion and dissemination of culture, but the official opening took place on September 15 of the same year. By agreement of the rector Juan Ramón de la Fuente 31 January 2002 it was given the name of its founding director: Juan José Arreola, who turned ...",2,History,skipped_q_clear,landmarks
E-VQA_2649,Casa del Lago Juan Jose Arreola,https://en.wikipedia.org/wiki/Casa_del_Lago_Juan_Jos%C3%A9_Arreola,automatic,test,a828fb173086f112,What kind of roots does this building have in latin america?,What kind of roots does this building have in Latin America?,deep,"By agreement of the rector Juan Ramón de la Fuente 31 January 2002 it was given the name of its founding director: Juan José Arreola, who turned it into the model of the national cultural centre with deep roots and prestige in Latin America, and where, over the past 50 years, representatives of the artistic vanguard of ...",2,History,"The word 'depth' in QUESTION_USED directly hints at the expected answer 'deep', creating a semantic leak.",landmarks
E-VQA_2650,Casa del Lago Juan Jose Arreola,https://en.wikipedia.org/wiki/Casa_del_Lago_Juan_Jos%C3%A9_Arreola,automatic,test,a3834eba5df45546,On what day in january 2002 was this building officially named?,On what day in january 2002 was this building officially named?,31,"By agreement of the rector Juan Ramón de la Fuente 31 January 2002 it was given the name of its founding director: Juan José Arreola, who turned it into the model of the national cultural centre with deep roots and prestige in Latin America, and where, over the past 50 years, representatives of the artistic vanguard of ...",2,History,skipped_q_clear,landmarks
