wikipedia_title,wikipedia_url,question_original,question,question_type,answer,evidence,evidence_section_id,evidence_section_title,dataset_name,dataset_category_id,wikipedia_url_used_in_train,encyclopedic_vqa_split,dataset_image_ids,data_id
Schlern,https://en.wikipedia.org/wiki/Schlern,What country does this mountain belong to?,What country does this mountain belong to?,String,Italy,0,0,0,infoseek,0,0,0,oven_05023042,infoseek_val_00034757
Heidecksburg,https://en.wikipedia.org/wiki/Heidecksburg,Which city or region does this building locate in?,Which city or region does this building locate in?,String,Rudolstadt,0,0,0,infoseek,0,0,0,oven_05023689,infoseek_val_00034778
Althaea officinalis,https://en.wikipedia.org/wiki/Althaea_officinalis,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Althaea,0,0,0,infoseek,0,0,0,oven_05027020,infoseek_val_00034806
Swastika,https://en.wikipedia.org/wiki/Swastika,What is the source of origin of this object?,What is the source of origin of this object?,String,Eurasia,0,0,0,infoseek,0,0,0,oven_05062620,infoseek_val_00035076
Common yellowthroat,https://en.wikipedia.org/wiki/Common_yellowthroat,What is the closest parent taxonomy of this bird?,What is the closest parent taxonomy of this bird?,String,Geothlypis,0,0,0,infoseek,0,0,0,oven_05044741,infoseek_val_00035116
Legoland Windsor Resort,https://en.wikipedia.org/wiki/Legoland_Windsor_Resort,In which year did this park officially open?,In which year did this park officially open?,Time,1996,0,0,0,infoseek,0,0,0,oven_05016084,infoseek_val_00035139
Hippeastrum,https://en.wikipedia.org/wiki/Hippeastrum,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Amaryllidaceae,0,0,0,infoseek,0,0,0,oven_05027347,infoseek_val_00035154
Cupressus macrocarpa,https://en.wikipedia.org/wiki/Cupressus_macrocarpa,Which place is this plant endemic to?,Which place is this plant endemic to?,String,California,0,0,0,infoseek,0,0,0,oven_05031195,infoseek_val_00035167
Croton capitatus,https://en.wikipedia.org/wiki/Croton_capitatus,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Croton,0,0,0,infoseek,0,0,0,oven_05039547,infoseek_val_00035268
Saxon Railway Museum,https://en.wikipedia.org/wiki/Saxon_Railway_Museum,In which year did this building officially open?,In which year did this building officially open?,Time,1992,0,0,0,infoseek,0,0,0,oven_05022431,infoseek_val_00035300
Syntomoides imaon,https://en.wikipedia.org/wiki/Syntomoides_imaon,What is the closest parent taxonomy of this insect?,What is the closest parent taxonomy of this insect?,String,Syntomoides,0,0,0,infoseek,0,0,0,oven_05037386,infoseek_val_00035303
Citadel of Erbil,https://en.wikipedia.org/wiki/Citadel_of_Erbil,Which city or region does this building locate in?,Which city or region does this building locate in?,String,Erbil,0,0,0,infoseek,0,0,0,oven_05026003,infoseek_val_00035317
Black-legged kittiwake,https://en.wikipedia.org/wiki/Black-legged_kittiwake,What is the closest upper taxonomy of this bird?,What is the closest upper taxonomy of this bird?,String,Rissa,0,0,0,infoseek,0,0,0,oven_05045890,infoseek_val_00035331
Decollate snail,https://en.wikipedia.org/wiki/Decollate_snail,What is the closest parent taxonomy of this animal?,What is the closest parent taxonomy of this animal?,String,Rumina,0,0,0,infoseek,0,0,0,oven_05033256,infoseek_val_00035344
Hammershus,https://en.wikipedia.org/wiki/Hammershus,What is the location of this building?,What is the location of this building?,String,Hammeren,0,0,0,infoseek,0,0,0,oven_05014992,infoseek_val_00035382
Ratibida columnifera,https://en.wikipedia.org/wiki/Ratibida_columnifera,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Ratibida,0,0,0,infoseek,0,0,0,oven_05042190,infoseek_val_00035420
Miomantis caffra,https://en.wikipedia.org/wiki/Miomantis_caffra,What is the closest parent taxonomy of this insect?,What is the closest parent taxonomy of this insect?,String,Miomantis,0,0,0,infoseek,0,0,0,oven_05030661,infoseek_val_00035504
Crucian carp,https://en.wikipedia.org/wiki/Crucian_carp,What is the closest upper taxonomy of this fish?,What is the closest upper taxonomy of this fish?,String,Carassius,0,0,0,infoseek,0,0,0,oven_05046952,infoseek_val_00035556
Duttaphrynus melanostictus,https://en.wikipedia.org/wiki/Duttaphrynus_melanostictus,What is the closest parent taxonomy of this animal?,What is the closest parent taxonomy of this animal?,String,Duttaphrynus,0,0,0,infoseek,0,0,0,oven_05044187,infoseek_val_00035616
Nasir-ol-Molk Mosque,https://en.wikipedia.org/wiki/Nasir-ol-Molk_Mosque,Who commissioned this facility?,Who commissioned this facility?,String,Hassan Ali Nasir al-Molk,0,0,0,infoseek,0,0,0,oven_05013785,infoseek_val_00035694
Lindisfarne,https://en.wikipedia.org/wiki/Lindisfarne,What is the area in square kilometre occupied by this island?,What is the area in square kilometre occupied by this island?,Numerical,4,0,0,0,infoseek,0,0,0,oven_05012360,infoseek_val_00035708
Band-tailed pigeon,https://en.wikipedia.org/wiki/Band-tailed_pigeon,What is the closest parent taxonomy of this bird?,What is the closest parent taxonomy of this bird?,String,Patagioenas,0,0,0,infoseek,0,0,0,oven_05036815,infoseek_val_00035728
Two-striped garter snake,https://en.wikipedia.org/wiki/Two-striped_garter_snake,What is the closest upper taxonomy of this animal?,What is the closest upper taxonomy of this animal?,String,Garter snake,0,0,0,infoseek,0,0,0,oven_05029452,infoseek_val_00035760
Sedum album,https://en.wikipedia.org/wiki/Sedum_album,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Sedum,0,0,0,infoseek,0,0,0,oven_05034705,infoseek_val_00035790
Liquidambar styraciflua,https://en.wikipedia.org/wiki/Liquidambar_styraciflua,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Liquidambar,0,0,0,infoseek,0,0,0,oven_05044511,infoseek_val_00035816
Crabeater seal,https://en.wikipedia.org/wiki/Crabeater_seal,What is the closest parent taxonomy of this animal?,What is the closest parent taxonomy of this animal?,String,Lobodon,0,0,0,infoseek,0,0,0,oven_05049416,infoseek_val_00035817
Menai Suspension Bridge,https://en.wikipedia.org/wiki/Menai_Suspension_Bridge,Who designed this building?,Who designed this building?,String,Thomas Telford,0,0,0,infoseek,0,0,0,oven_05026556,infoseek_val_00035847
American golden plover,https://en.wikipedia.org/wiki/American_golden_plover,What is the closest parent taxonomy of this bird?,What is the closest parent taxonomy of this bird?,String,Pluvialis,0,0,0,infoseek,0,0,0,oven_05045295,infoseek_val_00035949
Airbus A310,https://en.wikipedia.org/wiki/Airbus_A310,What equipment or engine is used by this aircraft to provide power?,What equipment or engine is used by this aircraft to provide power?,String,Pratt & Whitney PW4000|JT9D|General Electric CF6,0,0,0,infoseek,0,0,0,oven_05009584,infoseek_val_00035995
Dubai Marina,https://en.wikipedia.org/wiki/Dubai_Marina,Which city or region does this place locate in?,Which city or region does this place locate in?,String,Emirate of Dubai,0,0,0,infoseek,0,0,0,oven_05023975,infoseek_val_00035997
Isatis tinctoria,https://en.wikipedia.org/wiki/Isatis_tinctoria,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Isatis,0,0,0,infoseek,0,0,0,oven_05066735,infoseek_val_00036009
Vasco da Gama Bridge,https://en.wikipedia.org/wiki/Vasco_da_Gama_Bridge,How long in metre is the longest span of this bridge?,How long in metre is the longest span of this bridge?,Numerical,420,0,0,0,infoseek,0,0,0,oven_05013506,infoseek_val_00036042
Hospital de Sant Pau,https://en.wikipedia.org/wiki/Hospital_de_Sant_Pau,What country does this building belong to?,What country does this building belong to?,String,Spain,0,0,0,infoseek,0,0,0,oven_05017648,infoseek_val_00036069
Laetiporus gilbertsonii,https://en.wikipedia.org/wiki/Laetiporus_gilbertsonii,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Laetiporus,0,0,0,infoseek,0,0,0,oven_05043637,infoseek_val_00036087
Pirin National Park,https://en.wikipedia.org/wiki/Pirin_National_Park,where is the highest point of this park?,where is the highest point of this park?,String,Vihren,0,0,0,infoseek,0,0,0,oven_05025393,infoseek_val_00036096
Vasco da Gama Bridge,https://en.wikipedia.org/wiki/Vasco_da_Gama_Bridge,"Which road, railway or canal does this bridge carry?","Which road, railway or canal does this bridge carry?",String,road,0,0,0,infoseek,0,0,0,oven_05013471,infoseek_val_00036124
Blackfriars Bridge,https://en.wikipedia.org/wiki/Blackfriars_Bridge,In which year did this bridge officially open?,In which year did this bridge officially open?,Time,1869,0,0,0,infoseek,0,0,0,oven_05015068,infoseek_val_00036210
Schneeberg (Alps),https://en.wikipedia.org/wiki/Schneeberg_(Alps),What is the height of this place in terms of metre above sea level?,What is the height of this place in terms of metre above sea level?,Numerical,2076,0,0,0,infoseek,0,0,0,oven_05012121,infoseek_val_00036308
Iztaccihuatl,https://en.wikipedia.org/wiki/Iztaccihuatl,Which continent does this place belong to?,Which continent does this place belong to?,String,Americas,0,0,0,infoseek,0,0,0,oven_05025022,infoseek_val_00036317
Römerberg,https://en.wikipedia.org/wiki/R%C3%B6merberg,Which city or region does this place locate in?,Which city or region does this place locate in?,String,Rhein-Pfalz,0,0,0,infoseek,0,0,0,oven_05010995,infoseek_val_00036363
New Brighton Lighthouse,https://en.wikipedia.org/wiki/New_Brighton_Lighthouse,What is the height of this building in metre?,What is the height of this building in metre?,Numerical,28.5,0,0,0,infoseek,0,0,0,oven_05014718,infoseek_val_00036400
Tortoiseshell,https://en.wikipedia.org/wiki/Tortoiseshell,What is the source that produces this material?,What is the source that produces this material?,String,turtle,0,0,0,infoseek,0,0,0,oven_05049600,infoseek_val_00036499
Packera glabella,https://en.wikipedia.org/wiki/Packera_glabella,What is the basionym of this plant?,What is the basionym of this plant?,String,Senecio glabellus,0,0,0,infoseek,0,0,0,oven_05035833,infoseek_val_00036527
Bouzov Castle,https://en.wikipedia.org/wiki/Bouzov_Castle,What country does this building belong to?,What country does this building belong to?,String,Czech Republic,0,0,0,infoseek,0,0,0,oven_05013945,infoseek_val_00036535
Bristol Harbour,https://en.wikipedia.org/wiki/Bristol_Harbour,Which city or region does this harbour locate in?,Which city or region does this harbour locate in?,String,City of Bristol,0,0,0,infoseek,0,0,0,oven_05021940,infoseek_val_00036637
Schloss Weimar,https://en.wikipedia.org/wiki/Schloss_Weimar,What is the architectural style of this building?,What is the architectural style of this building?,String,Neoclassical architecture,0,0,0,infoseek,0,0,0,oven_05016234,infoseek_val_00036639
Banteay Srei,https://en.wikipedia.org/wiki/Banteay_Srei,What country does this building belong to?,What country does this building belong to?,String,Cambodia,0,0,0,infoseek,0,0,0,oven_05024438,infoseek_val_00036671
Caprese salad,https://en.wikipedia.org/wiki/Caprese_salad,What is the country of origin of this food?,What is the country of origin of this food?,String,Italy,0,0,0,infoseek,0,0,0,oven_05027664,infoseek_val_00036718
Pasig Cathedral,https://en.wikipedia.org/wiki/Pasig_Cathedral,Which diocese does this building belong to?,Which diocese does this building belong to?,String,Diocese of Pasig,0,0,0,infoseek,0,0,0,oven_05022974,infoseek_val_00036721
Veronica anagallis-aquatica,https://en.wikipedia.org/wiki/Veronica_anagallis-aquatica,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Veronica,0,0,0,infoseek,0,0,0,oven_05029491,infoseek_val_00036722
Irgenhausen Castrum,https://en.wikipedia.org/wiki/Irgenhausen_Castrum,What is the location of this building?,What is the location of this building?,String,Irgenhausen,0,0,0,infoseek,0,0,0,oven_05022288,infoseek_val_00036761
Cattle egret,https://en.wikipedia.org/wiki/Cattle_egret,What is the length of the wingspan in centimetre of this bird?,What is the length of the wingspan in centimetre of this bird?,Numerical,88.0-96.0,0,0,0,infoseek,0,0,0,oven_05048982,infoseek_val_00036762
Grand Trianon,https://en.wikipedia.org/wiki/Grand_Trianon,Who commissioned this building?,Who commissioned this building?,String,Louis XIV of France,0,0,0,infoseek,0,0,0,oven_05025227,infoseek_val_00036778
European green toad,https://en.wikipedia.org/wiki/European_green_toad,What is the closest parent taxonomy of this animal?,What is the closest parent taxonomy of this animal?,String,Bufotes,0,0,0,infoseek,0,0,0,oven_05030143,infoseek_val_00036825
Aristolochia serpentaria,https://en.wikipedia.org/wiki/Aristolochia_serpentaria,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Aristolochia,0,0,0,infoseek,0,0,0,oven_05066242,infoseek_val_00036845
Meycauayan Church,https://en.wikipedia.org/wiki/Meycauayan_Church,What is this building named after?,What is this building named after?,String,Francis of Assisi,0,0,0,infoseek,0,0,0,oven_05024628,infoseek_val_00036884
Denali,https://en.wikipedia.org/wiki/Denali,What is the topographic prominence of this mountain?,What is the topographic prominence of this mountain?,Numerical,6155,0,0,0,infoseek,0,0,0,oven_04944626,infoseek_val_00036946
Epilobium brachycarpum,https://en.wikipedia.org/wiki/Epilobium_brachycarpum,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Epilobium,0,0,0,infoseek,0,0,0,oven_05039640,infoseek_val_00036978
Melilotus albus,https://en.wikipedia.org/wiki/Melilotus_albus,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Melilotus,0,0,0,infoseek,0,0,0,oven_05043364,infoseek_val_00036998
"Church of the Holy Archangels, Vagharshapat","https://en.wikipedia.org/wiki/Church_of_the_Holy_Archangels,_Vagharshapat",What country does this building belong to?,What country does this building belong to?,String,Armenia,0,0,0,infoseek,0,0,0,oven_05021890,infoseek_val_00037040
Niechorze Lighthouse,https://en.wikipedia.org/wiki/Niechorze_Lighthouse,Which body of water is this building located in or next to?,Which body of water is this building located in or next to?,String,Baltic Sea,0,0,0,infoseek,0,0,0,oven_05013699,infoseek_val_00037061
Casa Navàs,https://en.wikipedia.org/wiki/Casa_Nav%C3%A0s,Who is the architect of this building?,Who is the architect of this building?,String,Lluís Domènech i Montaner,0,0,0,infoseek,0,0,0,oven_05021562,infoseek_val_00037081
